Sequence,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8
13319,20,-39.254040,0.069557,-97126.500000,3600.000000,2008/10/20 18:00:00.59,3,5403
13320,21,0.000000,26.317236,24432.472656,3600.000000,2008/10/20 18:00:00.59,3,5429
13321,22,2.029450,21.744106,16732.212891,3600.000000,2008/10/20 18:00:00.59,3,5714
13322,23,0.000000,2.096529,4312.428223,3600.000000,2008/10/20 18:00:00.59,3,1430
13323,24,-117.702339,-46.848633,-316657.218750,3600.000000,2008/10/20 18:00:00.59,3,2021
13324,25,0.000000,23.524834,23717.167969,3600.000000,2008/10/20 18:00:00.59,3,829
13325,26,0.000000,0.000000,0.000000,3600.000000,2008/10/20 18:00:00.59,3,0
13326,27,100.000000,100.000000,207600.000000,2076.000000,2008/10/20 18:00:00.59,1,0
13327,28,100.000000,100.000000,210000.000000,2100.000000,2008/10/20 18:00:00.59,1,0
13328,1,6.873426,7.069963,25015.853516,3600.000000,2008/10/20 19:00:00.46,3,5432
13329,2,1.373312,1.731899,5339.778320,3600.000000,2008/10/20 19:00:00.46,3,5829
13330,3,0.000381,0.000381,1.373293,3600.000000,2008/10/20 19:00:00.46,3,0
13331,4,0.000000,29.713894,37518.980469,3600.000000,2008/10/20 19:00:00.46,3,528
13332,5,2.924544,3.042039,10779.855469,3600.000000,2008/10/20 19:00:00.46,3,2906
13333,6,7.171435,7.191730,25852.070313,3600.000000,2008/10/20 19:00:00.46,3,1000
13334,7,7.032578,7.085985,25420.082031,3600.000000,2008/10/20 19:00:00.46,3,848
13335,8,3.475635,3.643722,12910.580078,3600.000000,2008/10/20 19:00:00.46,3,2905
13336,9,3.489488,3.651726,12938.035156,3600.000000,2008/10/20 19:00:00.46,3,2805
13337,10,0.999962,1.000172,3600.043701,3600.000000,2008/10/20 19:00:00.46,3,600
13338,11,2.169833,2.251087,7988.670898,3600.000000,2008/10/20 19:00:00.46,3,744
13339,12,397.302216,491.154358,1607482.500000,3600.000000,2008/10/20 19:00:00.46,3,4612
13340,13,6.434424,6.698253,23425.150391,3600.000000,2008/10/20 19:00:00.46,3,1204
13341,14,0.000000,21.295492,31030.128906,3600.000000,2008/10/20 19:00:00.46,3,5712
13342,15,3.452995,3.601038,12741.464844,3600.000000,2008/10/20 19:00:00.46,3,2310
13343,16,0.015564,0.020447,63.049637,3600.000000,2008/10/20 19:00:00.46,3,50
13344,17,0.006256,0.011749,25.741341,3600.000000,2008/10/20 19:00:00.46,3,13
13345,18,27.969786,29.648281,103787.023438,3600.000000,2008/10/20 19:00:00.46,3,1146
13346,19,0.000000,2.215412,4136.317871,3600.000000,2008/10/20 19:00:00.46,3,4824
13347,20,-40.598835,2.620026,-94326.765625,3600.000000,2008/10/20 19:00:00.46,3,5159
13348,21,0.000000,25.820553,22702.953125,3600.000000,2008/10/20 19:00:00.46,3,1323
13349,22,1.594568,17.940796,12092.826172,3600.000000,2008/10/20 19:00:00.46,3,1752
13350,23,0.000000,2.213916,4098.862793,3600.000000,2008/10/20 19:00:00.46,3,4824
13351,24,-105.235405,-52.366409,-313334.625000,3600.000000,2008/10/20 19:00:00.46,3,5253
13352,25,0.000000,25.518425,21504.867188,3600.000000,2008/10/20 19:00:00.46,3,1923
13353,26,0.000000,0.000000,0.000000,3600.000000,2008/10/20 19:00:00.46,3,0
13354,27,100.000000,100.000000,186000.000000,1860.000000,2008/10/20 19:00:00.46,1,0
13355,28,100.000000,100.000000,190800.000000,1908.000000,2008/10/20 19:00:00.46,1,0
13356,1,6.829633,6.993057,24793.849609,3600.000000,2008/10/20 20:00:00.34,3,47
13357,2,1.400778,1.647974,5544.276367,3600.000000,2008/10/20 20:00:00.34,3,4751
13358,3,0.000381,0.000381,1.373293,3600.000000,2008/10/20 20:00:00.34,3,0
13359,4,0.000000,29.567406,60729.398438,3600.000000,2008/10/20 20:00:00.34,3,247
13360,5,2.915389,3.035935,10716.261719,3600.000000,2008/10/20 20:00:00.34,3,4703
13361,6,7.176775,7.196002,25877.218750,3600.000000,2008/10/20 20:00:00.34,3,900
13362,7,7.014420,7.085985,25417.031250,3600.000000,2008/10/20 20:00:00.34,3,1259
13363,8,3.475635,3.652957,12872.696289,3600.000000,2008/10/20 20:00:00.34,3,4802
13364,9,3.486410,3.660961,12900.141602,3600.000000,2008/10/20 20:00:00.34,3,4802
13365,10,0.999962,1.000172,3599.978027,3600.000000,2008/10/20 20:00:00.34,3,0
13366,11,2.169833,2.251087,8018.977051,3600.000000,2008/10/20 20:00:00.34,3,1756
13367,12,394.604431,463.709473,1605712.375000,3600.000000,2008/10/20 20:00:00.34,3,2626
13368,13,6.449378,6.755932,23761.986328,3600.000000,2008/10/20 20:00:00.34,3,3858
13369,14,0.000000,20.801100,31533.332031,3600.000000,2008/10/20 20:00:00.34,3,926
13370,15,3.405997,3.597681,12619.215820,3600.000000,2008/10/20 20:00:00.34,3,4225
13371,16,0.015564,0.021057,62.590042,3600.000000,2008/10/20 20:00:00.34,3,2208
13372,17,0.006256,0.009766,26.446739,3600.000000,2008/10/20 20:00:00.34,3,447
13373,18,28.221560,29.678799,104217.773438,3600.000000,2008/10/20 20:00:00.34,3,2557
13374,19,0.000000,2.061387,4830.095703,3600.000000,2008/10/20 20:00:00.34,3,3042
13375,20,-36.796318,-0.672401,-102000.273438,3600.000000,2008/10/20 20:00:00.34,3,3411
13376,21,0.000000,23.305105,28613.419922,3600.000000,2008/10/20 20:00:00.35,3,1042
13377,22,1.861601,11.757076,11671.475586,3600.000000,2008/10/20 20:00:00.35,3,254
13378,23,0.000000,2.151858,4846.169434,3600.000000,2008/10/20 20:00:00.35,3,1442
13379,24,-117.956291,-47.010239,-321428.750000,3600.000000,2008/10/20 20:00:00.35,3,1729
13380,25,0.000000,23.735409,29229.884766,3600.000000,2008/10/20 20:00:00.35,3,442
13381,26,0.000000,0.000000,0.000000,3600.000000,2008/10/20 20:00:00.35,3,0
13382,27,100.000000,100.000000,255100.000000,2551.000000,2008/10/20 20:00:00.35,1,0
13383,28,100.000000,100.000000,253600.000000,2536.000000,2008/10/20 20:00:00.35,1,0
13384,1,6.883039,7.065690,25069.638672,3600.000000,2008/10/20 21:00:00.21,3,5944
13385,2,1.373312,1.730373,5323.114258,3600.000000,2008/10/20 21:00:00.21,3,1250
13386,3,0.000381,0.000381,1.373293,3600.000000,2008/10/20 21:00:00.21,3,0
13387,4,0.000000,29.507896,34978.910156,3600.000000,2008/10/20 21:00:00.21,3,2000
13388,5,2.915084,3.035935,10761.556641,3600.000000,2008/10/20 21:00:00.21,3,4221
13389,6,7.171435,7.201343,25863.009766,3600.000000,2008/10/20 21:00:00.22,3,3312
13390,7,7.009079,7.076371,25354.218750,3600.000000,2008/10/20 21:00:00.22,3,3004
13391,8,3.467939,3.654496,12953.227539,3600.000000,2008/10/20 21:00:00.22,3,4320
13392,9,3.484870,3.662500,12979.107422,3600.000000,2008/10/20 21:00:00.22,3,4320
13393,10,0.999962,1.000172,3600.009766,3600.000000,2008/10/20 21:00:00.22,3,300
13394,11,2.081712,2.232395,7946.840820,3600.000000,2008/10/20 21:00:00.22,3,1504
13395,12,392.217926,499.870300,1609385.375000,3600.000000,2008/10/20 21:00:00.22,3,324
13396,13,6.402380,6.736705,23481.919922,3600.000000,2008/10/20 21:00:00.22,3,5902
13397,14,0.000000,20.732433,25393.310547,3600.000000,2008/10/20 21:00:00.22,3,400
13398,15,3.444602,3.601038,12770.326172,3600.000000,2008/10/20 21:00:00.22,3,3724
13399,16,0.015564,0.023194,64.657608,3600.000000,2008/10/20 21:00:00.22,3,1400
13400,17,0.006256,0.010376,26.246372,3600.000000,2008/10/20 21:00:00.22,3,3240
13401,18,27.954527,29.747463,103653.367188,3600.000000,2008/10/20 21:00:00.22,3,2559
13402,19,0.000000,2.231861,3697.682373,3600.000000,2008/10/20 21:00:00.22,3,500
13403,20,-47.662857,-3.191948,-93869.546875,3600.000000,2008/10/20 21:00:00.22,3,816
13404,21,0.000000,23.421837,19970.367188,3600.000000,2008/10/20 21:00:00.22,3,1500
13405,22,1.861601,11.078050,10619.884766,3600.000000,2008/10/20 21:00:00.22,3,3047
13406,23,0.000000,2.157839,3655.668701,3600.000000,2008/10/20 21:00:00.22,3,3000
13407,24,-105.489365,-49.688324,-310314.718750,3600.000000,2008/10/20 21:00:00.22,3,934
13408,25,0.000000,24.339666,19437.695313,3600.000000,2008/10/20 21:00:00.22,3,900
13409,26,0.000000,0.000000,0.000000,3600.000000,2008/10/20 21:00:00.22,3,0
13410,27,100.000000,100.000000,166800.000000,1668.000000,2008/10/20 21:00:00.22,1,909
13411,28,100.000000,100.000000,170400.000000,1704.000000,2008/10/20 21:00:00.22,1,808
13412,1,6.873426,7.084917,25094.992188,3600.000000,2008/10/20 22:00:00.10,3,844
13413,2,1.373312,1.647974,5351.018066,3600.000000,2008/10/20 22:00:00.10,3,3600
13414,3,0.000381,0.000381,1.373293,3600.000000,2008/10/20 22:00:00.10,3,0
13415,4,0.000000,29.819180,36816.472656,3600.000000,2008/10/20 22:00:00.10,3,1700
13416,5,2.912032,3.040208,10745.952148,3600.000000,2008/10/20 22:00:00.10,3,1018
13417,6,7.171435,7.201343,25873.609375,3600.000000,2008/10/20 22:00:00.10,3,2705
13418,7,7.018692,7.090258,25406.642578,3600.000000,2008/10/20 22:00:00.10,3,2403
13419,8,3.466399,3.654496,12917.775391,3600.000000,2008/10/20 22:00:00.10,3,616
13420,9,3.475635,3.659422,12941.958008,3600.000000,2008/10/20 22:00:00.10,3,616
13421,10,0.999962,1.000172,3600.006836,3600.000000,2008/10/20 22:00:00.10,3,0
13422,11,2.169833,2.269779,8039.144043,3600.000000,2008/10/20 22:00:00.10,3,2400
13423,12,405.914398,495.512329,1611349.750000,3600.000000,2008/10/20 22:00:00.10,3,23
13424,13,6.445106,6.736705,23513.919922,3600.000000,2008/10/20 22:00:00.10,3,41
13425,14,0.000000,21.405357,28597.800781,3600.000000,2008/10/20 22:00:00.10,3,100
13426,15,3.447959,3.601038,12744.666992,3600.000000,2008/10/20 22:00:00.10,3,3621
13427,16,0.015564,0.019684,63.112499,3600.000000,2008/10/20 22:00:00.10,3,1153
13428,17,0.006409,0.010376,27.053106,3600.000000,2008/10/20 22:00:00.10,3,1001
13429,18,27.954527,29.724575,104213.906250,3600.000000,2008/10/20 22:00:00.10,3,2400
13430,19,0.000000,2.211673,3934.403320,3600.000000,2008/10/20 22:00:00.10,3,100
13431,20,-44.385895,-1.228859,-95360.492188,3600.000000,2008/10/20 22:00:00.10,3,513
13432,21,0.000000,23.586632,21248.343750,3600.000000,2008/10/20 22:00:00.10,3,1200
13433,22,1.712825,9.769588,10976.403320,3600.000000,2008/10/20 22:00:00.10,3,2759
13434,23,0.000000,2.214664,3910.463379,3600.000000,2008/10/20 22:00:00.10,3,100
13435,24,-109.645012,-52.158630,-312742.468750,3600.000000,2008/10/20 22:00:00.10,3,631
13436,25,0.000000,24.440376,20689.699219,3600.000000,2008/10/20 22:00:00.10,3,600
13437,26,0.000000,0.000000,0.000000,3600.000000,2008/10/20 22:00:00.10,3,0
13438,27,100.000000,100.000000,178800.000000,1788.000000,2008/10/20 22:00:00.10,1,606
13439,28,100.000000,100.000000,182400.000000,1824.000000,2008/10/20 22:00:00.10,1,505
13440,1,6.820020,7.069963,24929.962891,3601.000000,2008/10/20 23:00:00.97,3,353
13441,2,1.400778,1.759365,5452.734863,3601.000000,2008/10/20 23:00:00.97,3,2200
13442,3,0.000381,0.000381,1.373675,3601.000000,2008/10/20 23:00:00.97,3,0
13443,4,0.000000,29.713894,34486.167969,3601.000000,2008/10/20 23:00:00.97,3,2800
13444,5,2.908980,3.026780,10744.061523,3601.000000,2008/10/20 23:00:00.97,3,4829
13445,6,7.171435,7.201343,25873.162109,3601.000000,2008/10/20 23:00:00.97,3,3716
13446,7,7.022964,7.081712,25389.884766,3601.000000,2008/10/20 23:00:00.97,3,3858
13447,8,3.464860,3.670197,12970.384766,3601.000000,2008/10/20 23:00:00.97,3,1728
13448,9,3.478714,3.673583,12993.803711,3601.000000,2008/10/20 23:00:00.97,3,1728
13449,10,0.999962,1.000172,3601.035400,3601.000000,2008/10/20 23:00:00.97,3,100
13450,11,2.169833,2.269779,8063.616699,3601.000000,2008/10/20 23:00:00.97,3,3012
13451,12,392.166046,496.757446,1612534.375000,3601.000000,2008/10/20 23:00:00.97,3,1132
13452,13,6.468605,6.780499,23710.808594,3601.000000,2008/10/20 23:00:00.97,3,5801
13453,14,0.000000,21.208515,25031.503906,3601.000000,2008/10/20 23:00:00.98,3,1100
13454,15,3.456352,3.606073,12790.240234,3601.000000,2008/10/20 23:00:00.98,3,431
13455,16,0.015564,0.023804,65.330818,3601.000000,2008/10/20 23:00:00.98,3,2201
13456,17,0.006409,0.013733,32.067799,3601.000000,2008/10/20 23:00:00.98,3,2135
13457,18,27.962156,29.739834,104022.250000,3601.000000,2008/10/20 23:00:00.98,3,3210
13458,19,0.000000,2.174289,3417.136719,3601.000000,2008/10/20 23:00:00.98,3,1700
13459,20,-45.560654,-0.950630,-93069.125000,3601.000000,2008/10/20 23:00:00.98,3,3503
13460,21,0.000000,25.452047,19250.642578,3601.000000,2008/10/20 23:00:00.98,3,1600
13461,22,1.705196,19.718472,22230.472656,3601.000000,2008/10/20 23:00:00.98,3,2000
13462,23,0.000000,2.142138,3376.718994,3601.000000,2008/10/20 23:00:00.98,3,3700
13463,24,-108.467575,-46.802460,-309657.718750,3601.000000,2008/10/20 23:00:00.98,3,1818
13464,25,0.000000,22.909132,18648.726563,3601.000000,2008/10/20 23:00:00.98,3,4100
13465,26,0.000000,0.000000,0.000000,3601.000000,2008/10/20 23:00:00.98,3,0
13466,27,100.000000,100.000000,162000.000000,1620.000000,2008/10/20 23:00:00.98,1,303
13467,28,100.000000,100.000000,163200.000000,1632.000000,2008/10/20 23:00:00.98,1,303
13468,1,6.825361,7.056077,25074.453125,3600.000000,2008/10/21 00:00:00.85,3,1700
13469,2,1.400778,1.731899,5349.504883,3600.000000,2008/10/21 00:00:00.85,3,2700
13470,3,0.000381,0.000381,1.373293,3600.000000,2008/10/21 00:00:00.85,3,0
13471,4,0.000000,29.604029,22288.087891,3600.000000,2008/10/21 00:00:00.85,3,5000
13472,5,2.907454,3.025254,10762.209961,3600.000000,2008/10/21 00:00:00.85,3,3450
13473,6,7.161822,7.197071,25822.474609,3600.000000,2008/10/21 00:00:00.85,3,5624
13474,7,7.009079,7.090258,25347.474609,3600.000000,2008/10/21 00:00:00.85,3,5235
13475,8,3.451007,3.694517,13022.791016,3600.000000,2008/10/21 00:00:00.85,3,3848
13476,9,3.460243,3.701290,13050.734375,3600.000000,2008/10/21 00:00:00.85,3,3849
13477,10,0.999962,1.000172,3599.985840,3600.000000,2008/10/21 00:00:00.85,3,2800
13478,11,2.169451,2.251087,7986.841797,3600.000000,2008/10/21 00:00:00.85,3,4430
13479,12,404.721130,485.188080,1611729.875000,3600.000000,2008/10/21 00:00:00.85,3,3249
13480,13,6.415198,6.779431,23571.980469,3600.000000,2008/10/21 00:00:00.85,3,29
13481,14,0.000000,22.027924,20706.064453,3600.000000,2008/10/21 00:00:00.85,3,3200
13482,15,3.466423,3.602716,12818.422852,3600.000000,2008/10/21 00:00:00.85,3,2246
13483,16,0.015564,0.026703,70.272392,3600.000000,2008/10/21 00:00:00.85,3,3202
13484,17,0.007019,0.015869,33.658482,3600.000000,2008/10/21 00:00:00.85,3,4200
13485,18,28.000303,29.755093,103439.828125,3600.000000,2008/10/21 00:00:00.85,3,4931
13486,19,0.000000,2.139147,2897.978027,3600.000000,2008/10/21 00:00:00.85,3,3800
13487,20,-43.767601,-3.207405,-90220.382813,3600.000000,2008/10/21 00:00:00.85,3,3738
13488,21,0.000000,26.102083,16402.406250,3600.000000,2008/10/21 00:00:00.85,3,4400
13489,22,1.934081,19.016556,22163.035156,3600.000000,2008/10/21 00:00:00.85,3,4105
13490,23,0.000000,2.095781,2848.611328,3600.000000,2008/10/21 00:00:00.85,3,5600
13491,24,-101.056679,-43.939697,-306090.406250,3600.000000,2008/10/21 00:00:00.85,3,5051
13492,25,0.000000,27.555504,15298.701172,3600.000000,2008/10/21 00:00:00.85,3,3800
13493,26,0.000000,0.000000,0.000000,3600.000000,2008/10/21 00:00:00.85,3,0
13494,27,100.000000,100.000000,132600.000000,1326.000000,2008/10/21 00:00:00.85,1,1717
13495,28,100.000000,100.000000,140100.000000,1401.000000,2008/10/21 00:00:00.85,1,1717
13496,1,6.848859,7.046464,25081.400391,3600.000000,2008/10/21 01:00:00.73,3,5808
13497,2,1.455711,1.704433,5429.233398,3600.000000,2008/10/21 01:00:00.73,3,414
13498,3,0.000381,0.000381,1.373293,3600.000000,2008/10/21 01:00:00.73,3,0
13499,4,0.000000,26.482033,5358.208496,3600.000000,2008/10/21 01:00:00.73,3,5
13500,5,2.930648,3.028306,10830.815430,3600.000000,2008/10/21 01:00:00.73,3,500
13501,6,7.152209,7.197071,25814.789063,3600.000000,2008/10/21 01:00:00.73,3,56
13502,7,7.032578,7.090258,25372.119141,3600.000000,2008/10/21 01:00:00.73,3,34
13503,8,3.543670,3.640643,13055.386719,3600.000000,2008/10/21 01:00:00.73,3,700
13504,9,3.548288,3.648647,13082.442383,3600.000000,2008/10/21 01:00:00.73,3,600
13505,10,0.999962,1.000172,3600.023438,3600.000000,2008/10/21 01:00:00.73,3,0
13506,11,2.151141,2.251087,7896.679199,3600.000000,2008/10/21 01:00:00.73,3,47
13507,12,440.311279,450.324280,1603655.750000,3600.000000,2008/10/21 01:00:00.73,3,3458
13508,13,6.468605,6.722820,23649.277344,3600.000000,2008/10/21 01:00:00.73,3,2600
13509,14,0.000000,0.000000,0.000000,3600.000000,2008/10/21 01:00:00.73,3,0
13510,15,3.595666,3.601038,12945.569336,3600.000000,2008/10/21 01:00:00.73,3,8
13511,16,0.014954,0.022431,61.681076,3600.000000,2008/10/21 01:00:00.73,3,4938
13512,17,0.008392,0.011139,34.041210,3600.000000,2008/10/21 01:00:00.73,3,240
13513,18,28.366522,29.404137,103745.570313,3600.000000,2008/10/21 01:00:00.73,3,54
13514,19,0.000000,1.730907,10.235080,3600.000000,2008/10/21 01:00:00.73,3,0
13515,20,-32.483704,-22.312737,-80888.531250,3600.000000,2008/10/21 01:00:00.73,3,400
13516,21,0.000000,10.574502,83.607140,3600.000000,2008/10/21 01:00:00.73,3,0
13517,22,3.540093,17.627985,16820.099609,3600.000000,2008/10/21 01:00:00.74,3,50
13518,23,0.000000,2.092042,14.447530,3600.000000,2008/10/21 01:00:00.74,3,0
13519,24,-95.977562,-81.017250,-292684.125000,3600.000000,2008/10/21 01:00:00.74,3,900
13520,25,0.000000,10.769054,89.759285,3600.000000,2008/10/21 01:00:00.74,3,0
13521,26,0.000000,0.000000,0.000000,3600.000000,2008/10/21 01:00:00.74,3,0
13522,27,100.000000,100.000000,600.000000,6.000000,2008/10/21 01:00:00.74,1,0
13523,28,100.000000,100.000000,1500.000000,15.000000,2008/10/21 01:00:00.74,1,0
13524,1,6.810407,7.056077,24859.000000,3600.000000,2008/10/21 02:00:00.60,3,842
13525,2,1.428244,1.757839,5503.445801,3600.000000,2008/10/21 02:00:00.60,3,916
13526,3,0.000381,0.000381,1.373293,3600.000000,2008/10/21 02:00:00.60,3,0
13527,4,0.000000,29.654383,30354.494141,3600.000000,2008/10/21 02:00:00.60,3,4300
13528,5,2.919661,3.034409,10784.275391,3600.000000,2008/10/21 02:00:00.60,3,3644
13529,6,7.156481,7.176775,25791.451172,3600.000000,2008/10/21 02:00:00.60,3,5201
13530,7,7.028306,7.071031,25372.753906,3600.000000,2008/10/21 02:00:00.60,3,4522
13531,8,3.461782,3.660345,12949.260742,3600.000000,2008/10/21 02:00:00.61,3,5940
13532,9,3.486410,3.672044,12974.334961,3600.000000,2008/10/21 02:00:00.61,3,5942
13533,10,0.997864,1.000172,3599.777832,3600.000000,2008/10/21 02:00:00.61,3,256
13534,11,1.960403,2.210269,7787.070801,3600.000000,2008/10/21 02:00:00.61,3,4027
13535,12,397.509735,501.374847,1614463.875000,3600.000000,2008/10/21 02:00:00.61,3,2643
13536,13,6.410925,6.722820,23377.294922,3600.000000,2008/10/21 02:00:00.61,3,4421
13537,14,0.000000,20.672922,20412.474609,3600.000000,2008/10/21 02:00:00.61,3,2600
13538,15,3.463065,3.602716,12822.147461,3600.000000,2008/10/21 02:00:00.61,3,941
13539,16,0.015564,0.049592,70.975594,3600.000000,2008/10/21 02:00:00.61,3,1109
13540,17,0.006409,0.015106,36.914131,3600.000000,2008/10/21 02:00:00.61,3,4956
13541,18,27.954527,29.762722,103506.882813,3600.000000,2008/10/21 02:00:00.61,3,4426
13542,19,0.000000,2.065125,2844.546143,3600.000000,2008/10/21 02:00:00.61,3,4900
13543,20,-35.760666,3.315605,-91120.007813,3600.000000,2008/10/21 02:00:00.61,3,3245
13544,21,0.000000,25.147633,15213.401367,3600.000000,2008/10/21 02:00:00.61,3,4400
13545,22,1.987488,21.660181,28449.195313,3600.000000,2008/10/21 02:00:00.61,3,5945
13546,23,0.000000,2.147372,2897.301514,3600.000000,2008/10/21 02:00:00.61,3,3900
13547,24,-114.539429,-52.828140,-306663.875000,3600.000000,2008/10/21 02:00:00.61,3,3108
13548,25,0.000000,25.188831,16426.419922,3600.000000,2008/10/21 02:00:00.61,3,5000
13549,26,0.000000,0.000000,0.000000,3600.000000,2008/10/21 02:00:00.61,3,0
13550,27,100.000000,100.000000,139200.000000,1392.000000,2008/10/21 02:00:00.61,1,808
13551,28,100.000000,100.000000,132000.000000,1320.000000,2008/10/21 02:00:00.61,1,808
13552,1,6.791180,7.021896,24700.761719,3600.000000,2008/10/21 03:00:00.49,3,5801
13553,2,1.483177,1.731899,5623.191406,3600.000000,2008/10/21 03:00:00.49,3,6
13554,3,0.000381,0.000381,1.373293,3600.000000,2008/10/21 03:00:00.49,3,0
13555,4,0.000000,6.710918,227.228302,3600.000000,2008/10/21 03:00:00.49,3,0
13556,5,2.999313,3.040513,10881.181641,3600.000000,2008/10/21 03:00:00.49,3,102
13557,6,7.131914,7.172503,25717.371094,3600.000000,2008/10/21 03:00:00.49,3,40
13558,7,7.009079,7.061418,25289.845703,3600.000000,2008/10/21 03:00:00.49,3,26
13559,8,3.648339,3.671428,13173.343750,3600.000000,2008/10/21 03:00:00.49,3,353
13560,9,3.654804,3.679740,13199.266602,3600.000000,2008/10/21 03:00:00.49,3,153
13561,10,0.998913,1.000172,3599.946777,3600.000000,2008/10/21 03:00:00.49,3,800
13562,11,2.091630,2.169833,7704.588867,3600.000000,2008/10/21 03:00:00.49,3,55
13563,12,442.075195,448.975342,1604542.125000,3600.000000,2008/10/21 03:00:00.49,3,3202
13564,13,6.391699,6.761272,23668.935547,3600.000000,2008/10/21 03:00:00.49,3,1359
13565,14,0.000000,0.000000,0.000000,3600.000000,2008/10/21 03:00:00.49,3,0
13566,15,3.597681,3.599359,12955.211914,3600.000000,2008/10/21 03:00:00.49,3,14
13567,16,0.017700,0.028077,70.252235,3600.000000,2008/10/21 03:00:00.49,3,4514
13568,17,0.012970,0.020600,60.348072,3600.000000,2008/10/21 03:00:00.49,3,1300
13569,18,28.778515,29.404137,104424.476563,3600.000000,2008/10/21 03:00:00.49,3,56
13570,19,0.000000,0.008225,5.120899,3600.000000,2008/10/21 03:00:00.49,3,900
13571,20,-22.281822,-22.003593,-79742.046875,3600.000000,2008/10/21 03:00:00.49,3,58
13572,21,0.000000,0.016022,5.108693,3600.000000,2008/10/21 03:00:00.49,3,1200
13573,22,19.245441,28.839552,86178.523438,3600.000000,2008/10/21 03:00:00.49,3,1158
13574,23,0.000000,0.011215,7.756479,3600.000000,2008/10/21 03:00:00.49,3,1900
13575,24,-81.017250,-80.578606,-290994.187500,3600.000000,2008/10/21 03:00:00.49,3,254
13576,25,0.000000,0.043488,20.132570,3600.000000,2008/10/21 03:00:00.49,3,500
13577,26,0.000000,0.000000,0.000000,3600.000000,2008/10/21 03:00:00.49,3,0
13578,27,100.000000,100.000000,0.000000,0.000000,2008/10/21 03:00:00.49,3,808
13579,28,100.000000,100.000000,0.000000,0.000000,2008/10/21 03:00:00.49,3,808
13580,1,6.758068,7.022964,24911.039063,3600.000000,2008/10/21 04:00:00.36,3,55
13581,2,1.400778,1.785306,5520.812500,3600.000000,2008/10/21 04:00:00.36,3,3431
13582,3,0.000381,0.000381,1.373293,3600.000000,2008/10/21 04:00:00.36,3,0
13583,4,0.000000,28.903641,23726.691406,3600.000000,2008/10/21 04:00:00.36,3,4200
13584,5,2.950485,3.043565,10860.481445,3600.000000,2008/10/21 04:00:00.36,3,5943
13585,6,7.142596,7.168231,25757.787109,3600.000000,2008/10/21 04:00:00.36,3,4900
13586,7,7.028306,7.066758,25375.052734,3600.000000,2008/10/21 04:00:00.36,3,4504
13587,8,3.544901,3.649879,13005.434570,3600.000000,2008/10/21 04:00:00.36,3,255
13588,9,3.554445,3.656343,13034.956055,3600.000000,2008/10/21 04:00:00.36,3,241
13589,10,0.997864,1.000172,3598.655762,3600.000000,2008/10/21 04:00:00.36,3,1436
13590,11,2.060349,2.141604,7577.317383,3600.000000,2008/10/21 04:00:00.36,3,4233
13591,12,392.892365,482.075195,1612701.625000,3600.000000,2008/10/21 04:00:00.36,3,3349
13592,13,6.387427,6.722820,23325.720703,3600.000000,2008/10/21 04:00:00.36,3,5000
13593,14,0.000000,20.929276,19507.962891,3600.000000,2008/10/21 04:00:00.36,3,3300
13594,15,3.520470,3.604730,12905.072266,3600.000000,2008/10/21 04:00:00.36,3,5549
13595,16,0.017548,0.057069,79.610748,3600.000000,2008/10/21 04:00:00.37,3,3631
13596,17,0.005646,0.021973,48.958889,3600.000000,2008/10/21 04:00:00.37,3,1141
13597,18,27.969786,29.777981,103322.125000,3600.000000,2008/10/21 04:00:00.37,3,4932
13598,19,0.000000,2.137652,2128.416016,3600.000000,2008/10/21 04:00:00.37,3,4600
13599,20,-37.043640,2.542740,-89235.937500,3600.000000,2008/10/21 04:00:00.37,3,4553
13600,21,0.000000,23.133440,13567.532227,3600.000000,2008/10/21 04:00:00.37,3,4500
13601,22,0.171664,54.505230,40753.710938,3600.000000,2008/10/21 04:00:00.37,3,3527
13602,23,0.000000,2.138399,2056.833984,3600.000000,2008/10/21 04:00:00.37,3,5300
13603,24,-115.255119,-53.082092,-306318.687500,3600.000000,2008/10/21 04:00:00.37,3,4633
13604,25,0.000000,23.694208,12929.098633,3600.000000,2008/10/21 04:00:00.37,3,4600
13605,26,0.000000,0.000000,0.000000,3600.000000,2008/10/21 04:00:00.37,3,0
13606,27,100.000000,100.000000,130800.000000,1308.000000,2008/10/21 04:00:00.37,1,3333
13607,28,100.000000,100.000000,129600.000000,1296.000000,2008/10/21 04:00:00.37,1,3333
13608,1,6.729228,6.786908,24275.218750,3600.000000,2008/10/21 05:00:00.25,3,45
13609,2,1.400778,1.785306,5387.135742,3600.000000,2008/10/21 05:00:00.25,3,3645
13610,3,0.000381,0.000381,1.373293,3600.000000,2008/10/21 05:00:00.25,3,0
13611,4,0.000000,29.631495,28347.796875,3600.000000,2008/10/21 05:00:00.25,3,4600
13612,5,2.939498,3.049668,10852.145508,3600.000000,2008/10/21 05:00:00.25,3,3747
13613,6,7.137255,7.168231,25736.644531,3600.000000,2008/10/21 05:00:00.25,3,39
13614,7,7.009079,7.057145,25299.146484,3600.000000,2008/10/21 05:00:00.25,3,31
13615,8,3.481792,3.616015,12892.865234,3600.000000,2008/10/21 05:00:00.25,3,645
13616,9,3.494106,3.624019,12915.544922,3600.000000,2008/10/21 05:00:00.25,3,145
13617,10,0.998913,1.000172,3599.824951,3600.000000,2008/10/21 05:00:00.25,3,100
